"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",1,0.977922077922078,0.851948051948052,0.924675324675325,0.884415584415584,0.890909090909091,0.850649350649351,0.736363636363636,0.758441558441558,0.718181818181818,0.74025974025974,0.750649350649351,0.74025974025974,0.797402597402597,0.788311688311688,0.768831168831169,0.792207792207792,0.762337662337662,0.803896103896104,0.806493506493506,0.77012987012987,0.735064935064935,0.718181818181818,0.772727272727273,0.771428571428571
"2",0.977922077922078,1,0.898701298701299,0.931168831168831,0.911688311688312,0.907792207792208,0.901298701298701,0.781818181818182,0.788311688311688,0.763636363636364,0.781818181818182,0.785714285714286,0.772727272727273,0.82987012987013,0.824675324675325,0.794805194805195,0.815584415584416,0.793506493506493,0.825974025974026,0.849350649350649,0.807792207792208,0.771428571428571,0.758441558441558,0.827272727272727,0.814285714285714
"3",0.851948051948052,0.898701298701299,1,0.819480519480519,0.807792207792208,0.762337662337662,0.872727272727273,0.622077922077922,0.684415584415584,0.590909090909091,0.611688311688312,0.668831168831169,0.596103896103896,0.714285714285714,0.725974025974026,0.628571428571429,0.646753246753247,0.687012987012987,0.706493506493507,0.733766233766234,0.692207792207792,0.638961038961039,0.607792207792208,0.771428571428571,0.683116883116883
"4",0.924675324675325,0.931168831168831,0.819480519480519,1,0.945454545454545,0.964935064935065,0.894805194805195,0.868831168831169,0.879220779220779,0.861038961038961,0.874025974025974,0.864935064935065,0.864935064935065,0.879220779220779,0.888311688311688,0.868831168831169,0.884415584415584,0.85974025974026,0.864935064935065,0.867532467532467,0.872727272727273,0.842857142857143,0.807792207792208,0.827272727272727,0.846753246753247
"5",0.884415584415584,0.911688311688312,0.807792207792208,0.945454545454545,1,0.967532467532468,0.885714285714286,0.883116883116883,0.932467532467532,0.898701298701299,0.914285714285714,0.927272727272727,0.892207792207792,0.931168831168831,0.907792207792208,0.9,0.923376623376623,0.918181818181818,0.920779220779221,0.88961038961039,0.903896103896104,0.901298701298701,0.892207792207792,0.861038961038961,0.887012987012987
"6",0.890909090909091,0.907792207792208,0.762337662337662,0.964935064935065,0.967532467532468,1,0.914285714285714,0.931168831168831,0.916883116883117,0.906493506493506,0.922077922077922,0.916883116883117,0.901298701298701,0.937662337662338,0.888311688311688,0.894805194805195,0.923376623376623,0.924675324675325,0.931168831168831,0.855844155844156,0.890909090909091,0.893506493506493,0.88961038961039,0.825974025974026,0.851948051948052
"7",0.850649350649351,0.901298701298701,0.872727272727273,0.894805194805195,0.885714285714286,0.914285714285714,1,0.861038961038961,0.796103896103896,0.776623376623377,0.8,0.797402597402597,0.758441558441558,0.87012987012987,0.790909090909091,0.751948051948052,0.788311688311688,0.825974025974026,0.868831168831169,0.764935064935065,0.776623376623377,0.77012987012987,0.753246753246753,0.790909090909091,0.733766233766234
"8",0.736363636363636,0.781818181818182,0.622077922077922,0.868831168831169,0.883116883116883,0.931168831168831,0.861038961038961,1,0.907792207792208,0.961038961038961,0.968831168831169,0.915584415584416,0.933766233766234,0.948051948051948,0.888311688311688,0.905194805194805,0.915584415584416,0.918181818181818,0.931168831168831,0.845454545454545,0.890909090909091,0.894805194805195,0.881818181818182,0.831168831168831,0.851948051948052
"9",0.758441558441558,0.788311688311688,0.684415584415584,0.879220779220779,0.932467532467532,0.916883116883117,0.796103896103896,0.907792207792208,1,0.958441558441558,0.95974025974026,0.993506493506494,0.938961038961039,0.955844155844156,0.949350649350649,0.938961038961039,0.951948051948052,0.976623376623377,0.937662337662338,0.888311688311688,0.941558441558442,0.950649350649351,0.937662337662338,0.864935064935065,0.876623376623377
"10",0.718181818181818,0.763636363636364,0.590909090909091,0.861038961038961,0.898701298701299,0.906493506493506,0.776623376623377,0.961038961038961,0.958441558441558,1,0.994805194805195,0.964935064935065,0.979220779220779,0.945454545454545,0.948051948051948,0.963636363636364,0.963636363636364,0.945454545454545,0.922077922077922,0.909090909090909,0.950649350649351,0.951948051948052,0.932467532467532,0.874025974025974,0.914285714285714
"11",0.74025974025974,0.781818181818182,0.611688311688312,0.874025974025974,0.914285714285714,0.922077922077922,0.8,0.968831168831169,0.95974025974026,0.994805194805195,1,0.962337662337662,0.971428571428571,0.953246753246753,0.94025974025974,0.954545454545455,0.955844155844156,0.944155844155844,0.92987012987013,0.902597402597403,0.942857142857143,0.944155844155844,0.922077922077922,0.872727272727273,0.907792207792208
"12",0.750649350649351,0.785714285714286,0.668831168831169,0.864935064935065,0.927272727272727,0.916883116883117,0.797402597402597,0.915584415584416,0.993506493506494,0.964935064935065,0.962337662337662,1,0.951948051948052,0.964935064935065,0.953246753246753,0.953246753246753,0.966233766233766,0.988311688311688,0.951948051948052,0.894805194805195,0.950649350649351,0.97012987012987,0.963636363636364,0.879220779220779,0.887012987012987
"13",0.74025974025974,0.772727272727273,0.596103896103896,0.864935064935065,0.892207792207792,0.901298701298701,0.758441558441558,0.933766233766234,0.938961038961039,0.979220779220779,0.971428571428571,0.951948051948052,1,0.945454545454545,0.954545454545455,0.980519480519481,0.983116883116883,0.944155844155844,0.936363636363636,0.925974025974026,0.964935064935065,0.972727272727273,0.949350649350649,0.894805194805195,0.938961038961039
"14",0.797402597402597,0.82987012987013,0.714285714285714,0.879220779220779,0.931168831168831,0.937662337662338,0.87012987012987,0.948051948051948,0.955844155844156,0.945454545454545,0.953246753246753,0.964935064935065,0.945454545454545,1,0.936363636363636,0.932467532467532,0.949350649350649,0.976623376623377,0.988311688311688,0.890909090909091,0.937662337662338,0.949350649350649,0.937662337662338,0.9,0.888311688311688
"15",0.788311688311688,0.824675324675325,0.725974025974026,0.888311688311688,0.907792207792208,0.888311688311688,0.790909090909091,0.888311688311688,0.949350649350649,0.948051948051948,0.94025974025974,0.953246753246753,0.954545454545455,0.936363636363636,1,0.977922077922078,0.962337662337662,0.941558441558442,0.916883116883117,0.977922077922078,0.993506493506494,0.967532467532468,0.927272727272727,0.963636363636364,0.963636363636364
"16",0.768831168831169,0.794805194805195,0.628571428571429,0.868831168831169,0.9,0.894805194805195,0.751948051948052,0.905194805194805,0.938961038961039,0.963636363636364,0.954545454545455,0.953246753246753,0.980519480519481,0.932467532467532,0.977922077922078,1,0.988311688311688,0.937662337662338,0.924675324675325,0.961038961038961,0.981818181818182,0.979220779220779,0.954545454545455,0.924675324675325,0.962337662337662
"17",0.792207792207792,0.815584415584416,0.646753246753247,0.884415584415584,0.923376623376623,0.923376623376623,0.788311688311688,0.915584415584416,0.951948051948052,0.963636363636364,0.955844155844156,0.966233766233766,0.983116883116883,0.949350649350649,0.962337662337662,0.988311688311688,1,0.961038961038961,0.953246753246753,0.935064935064935,0.968831168831169,0.984415584415584,0.974025974025974,0.898701298701299,0.933766233766234
"18",0.762337662337662,0.793506493506493,0.687012987012987,0.85974025974026,0.918181818181818,0.924675324675325,0.825974025974026,0.918181818181818,0.976623376623377,0.945454545454545,0.944155844155844,0.988311688311688,0.944155844155844,0.976623376623377,0.941558441558442,0.937662337662338,0.961038961038961,1,0.974025974025974,0.877922077922078,0.946753246753247,0.971428571428571,0.97012987012987,0.881818181818182,0.871428571428571
"19",0.803896103896104,0.825974025974026,0.706493506493507,0.864935064935065,0.920779220779221,0.931168831168831,0.868831168831169,0.931168831168831,0.937662337662338,0.922077922077922,0.92987012987013,0.951948051948052,0.936363636363636,0.988311688311688,0.916883116883117,0.924675324675325,0.953246753246753,0.974025974025974,1,0.868831168831169,0.920779220779221,0.949350649350649,0.944155844155844,0.879220779220779,0.867532467532467
